Dataset,#TrainingRelease,%training/total,%Defective/training,%Defective/testing,Classifier,Feature Selection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,No,No,128,85,244,8,0.6,0.94,0.9,0.59
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,No,Sensitive Threshold,134,258,71,2,0.34,0.99,0.6,0.13
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,No,Sensitive Learning,134,254,75,2,0.35,0.99,0.89,0.14
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,oversampling,No,72,31,298,64,0.7,0.53,0.9,0.47
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,oversampling,Sensitive Threshold,134,249,80,2,0.35,0.99,0.61,0.15
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,oversampling,Sensitive Learning,86,62,267,50,0.58,0.63,0.85,0.43
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,undersampling,No,131,126,203,5,0.51,0.96,0.85,0.46
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,undersampling,Sensitive Threshold,135,265,64,1,0.34,0.99,0.59,0.12
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,undersampling,Sensitive Learning,25,46,283,111,0.35,0.18,0.73,0.05
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,SMOTE,No,134,216,113,2,0.38,0.99,0.91,0.22
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,SMOTE,Sensitive Threshold,135,270,59,1,0.33,0.99,0.59,0.11
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Best first,SMOTE,Sensitive Learning,134,222,107,2,0.38,0.99,0.88,0.21
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,No,No,128,85,244,8,0.6,0.94,0.9,0.59
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,No,Sensitive Threshold,134,258,71,2,0.34,0.99,0.6,0.13
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,No,Sensitive Learning,134,254,75,2,0.35,0.99,0.89,0.14
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,oversampling,No,72,31,298,64,0.7,0.53,0.9,0.47
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,134,249,80,2,0.35,0.99,0.61,0.15
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,86,62,267,50,0.58,0.63,0.85,0.43
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,undersampling,No,131,126,203,5,0.51,0.96,0.85,0.46
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,135,265,64,1,0.34,0.99,0.59,0.12
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,25,46,283,111,0.35,0.18,0.73,0.05
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,SMOTE,No,134,216,113,2,0.38,0.99,0.91,0.22
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,135,270,59,1,0.33,0.99,0.59,0.11
BOOKKEEPER,2,17.76,68.05,70.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,134,222,107,2,0.38,0.99,0.88,0.21
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,No,Sensitive Threshold,136,62,267,0,0.69,1,0.91,0.72
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,No,Sensitive Learning,136,66,263,0,0.67,1,1,0.7
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,oversampling,No,131,15,314,5,0.9,0.96,1,0.9
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,oversampling,Sensitive Threshold,136,146,183,0,0.48,1,0.78,0.42
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,oversampling,Sensitive Learning,129,50,279,7,0.72,0.95,0.98,0.73
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,undersampling,No,136,34,295,0,0.8,1,1,0.84
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,undersampling,Sensitive Threshold,136,241,88,0,0.36,1,0.63,0.18
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,undersampling,Sensitive Learning,116,79,250,20,0.59,0.85,0.9,0.54
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,SMOTE,Sensitive Threshold,136,164,165,0,0.45,1,0.75,0.37
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,No,SMOTE,Sensitive Learning,136,172,157,0,0.44,1,1,0.35
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,No,Sensitive Threshold,136,75,254,0,0.64,1,0.89,0.66
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,No,Sensitive Learning,136,113,216,0,0.55,1,1,0.53
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,oversampling,No,131,22,307,5,0.86,0.96,0.99,0.86
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,oversampling,Sensitive Threshold,135,124,205,1,0.52,0.99,0.81,0.49
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,oversampling,Sensitive Learning,129,49,280,7,0.72,0.95,0.97,0.73
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,undersampling,No,136,30,299,0,0.82,1,1,0.85
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,undersampling,Sensitive Threshold,136,256,73,0,0.35,1,0.61,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,undersampling,Sensitive Learning,90,37,292,46,0.71,0.66,0.88,0.56
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,SMOTE,Sensitive Threshold,136,123,206,0,0.53,1,0.81,0.49
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Best first,SMOTE,Sensitive Learning,134,226,103,2,0.37,0.99,0.97,0.2
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,No,Sensitive Threshold,136,66,263,0,0.67,1,0.9,0.7
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,No,Sensitive Learning,136,112,217,0,0.55,1,1,0.53
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,oversampling,No,131,22,307,5,0.86,0.96,0.99,0.86
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,oversampling,Sensitive Threshold,135,124,205,1,0.52,0.99,0.81,0.49
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,oversampling,Sensitive Learning,129,49,280,7,0.72,0.95,0.97,0.73
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,undersampling,No,136,30,299,0,0.82,1,1,0.85
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,undersampling,Sensitive Threshold,136,256,73,0,0.35,1,0.61,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,undersampling,Sensitive Learning,90,37,292,46,0.71,0.66,0.88,0.56
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,SMOTE,Sensitive Threshold,136,123,206,0,0.53,1,0.81,0.49
BOOKKEEPER,3,31.43,69.22,70.75,Random Forest,Greedy Backward,SMOTE,Sensitive Learning,134,226,103,2,0.37,0.99,0.97,0.2
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,No,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,No,Sensitive Learning,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,oversampling,No,132,21,308,4,0.86,0.97,0.96,0.87
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,oversampling,Sensitive Threshold,132,21,308,4,0.86,0.97,0.95,0.87
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,oversampling,Sensitive Learning,130,78,251,6,0.62,0.96,0.85,0.62
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,undersampling,No,136,26,303,0,0.84,1,0.96,0.87
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,undersampling,Sensitive Threshold,136,30,299,0,0.82,1,0.95,0.85
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,undersampling,Sensitive Learning,108,80,249,28,0.57,0.79,0.78,0.5
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,SMOTE,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,No,SMOTE,Sensitive Learning,136,81,248,0,0.63,1,0.89,0.64
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,No,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,No,Sensitive Learning,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,oversampling,No,130,12,317,6,0.92,0.96,0.96,0.91
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,oversampling,Sensitive Threshold,130,12,317,6,0.92,0.96,0.96,0.91
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,oversampling,Sensitive Learning,129,64,265,7,0.67,0.95,0.86,0.67
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,undersampling,No,136,22,307,0,0.86,1,0.97,0.89
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,undersampling,Sensitive Threshold,136,22,307,0,0.86,1,0.97,0.89
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,undersampling,Sensitive Learning,103,55,274,33,0.65,0.76,0.79,0.56
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,SMOTE,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Best first,SMOTE,Sensitive Learning,130,74,255,6,0.64,0.96,0.86,0.64
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,No,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,No,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,No,Sensitive Learning,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,oversampling,No,130,12,317,6,0.92,0.96,0.96,0.91
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,oversampling,Sensitive Threshold,130,12,317,6,0.92,0.96,0.96,0.91
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,oversampling,Sensitive Learning,129,64,265,7,0.67,0.95,0.86,0.67
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,undersampling,No,136,22,307,0,0.86,1,0.97,0.89
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,undersampling,Sensitive Threshold,136,22,307,0,0.86,1,0.97,0.89
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,undersampling,Sensitive Learning,103,55,274,33,0.65,0.76,0.79,0.56
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,SMOTE,No,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,136,0,329,0,1,1,1,1
BOOKKEEPER,3,31.43,69.22,70.75,Ibk,Greedy Backward,SMOTE,Sensitive Learning,130,74,255,6,0.64,0.96,0.86,0.64
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,No,No,132,233,96,4,0.36,0.97,0.94,0.18
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,No,Sensitive Threshold,133,243,86,3,0.35,0.98,0.62,0.16
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,No,Sensitive Learning,133,242,87,3,0.35,0.98,0.95,0.16
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,oversampling,No,133,247,82,3,0.35,0.98,0.95,0.15
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,oversampling,Sensitive Threshold,134,255,74,2,0.34,0.99,0.61,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,oversampling,Sensitive Learning,128,101,228,8,0.56,0.94,0.94,0.53
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,undersampling,No,133,244,85,3,0.35,0.98,0.93,0.16
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,undersampling,Sensitive Threshold,133,253,76,3,0.34,0.98,0.6,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,undersampling,Sensitive Learning,130,200,129,6,0.39,0.96,0.84,0.25
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,SMOTE,No,132,223,106,4,0.37,0.97,0.94,0.2
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,SMOTE,Sensitive Threshold,133,232,97,3,0.36,0.98,0.64,0.18
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,No,SMOTE,Sensitive Learning,131,166,163,5,0.44,0.96,0.94,0.34
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,No,No,133,85,244,3,0.61,0.98,0.99,0.61
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,No,Sensitive Threshold,136,245,84,0,0.36,1,0.63,0.17
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,No,Sensitive Learning,136,239,90,0,0.36,1,0.99,0.18
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,oversampling,No,135,164,165,1,0.45,0.99,0.98,0.37
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,oversampling,Sensitive Threshold,136,261,68,0,0.34,1,0.6,0.13
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,oversampling,Sensitive Learning,134,158,171,2,0.46,0.99,0.95,0.38
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,undersampling,No,134,202,127,2,0.4,0.99,0.98,0.26
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,undersampling,Sensitive Threshold,136,258,71,0,0.35,1,0.61,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,undersampling,Sensitive Learning,130,185,144,6,0.41,0.96,0.84,0.28
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,SMOTE,No,134,204,125,2,0.4,0.99,0.99,0.25
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,SMOTE,Sensitive Threshold,136,262,67,0,0.34,1,0.6,0.13
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Best first,SMOTE,Sensitive Learning,134,220,109,2,0.38,0.99,0.94,0.22
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,No,No,133,85,244,3,0.61,0.98,0.99,0.61
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,No,Sensitive Threshold,136,245,84,0,0.36,1,0.63,0.17
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,No,Sensitive Learning,136,239,90,0,0.36,1,0.99,0.18
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,oversampling,No,135,164,165,1,0.45,0.99,0.98,0.37
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,136,261,68,0,0.34,1,0.6,0.13
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,134,158,171,2,0.46,0.99,0.95,0.38
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,undersampling,No,134,202,127,2,0.4,0.99,0.98,0.26
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,136,258,71,0,0.35,1,0.61,0.14
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,130,185,144,6,0.41,0.96,0.84,0.28
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,SMOTE,No,134,204,125,2,0.4,0.99,0.99,0.25
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,136,262,67,0,0.34,1,0.6,0.13
BOOKKEEPER,3,31.43,69.22,70.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,134,220,109,2,0.38,0.99,0.94,0.22
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,No,No,119,0,329,143,1,0.45,0.96,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,No,Sensitive Threshold,262,217,112,0,0.55,1,0.67,0.31
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,No,Sensitive Learning,262,201,128,0,0.57,1,0.99,0.36
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,oversampling,No,249,34,295,13,0.88,0.95,0.97,0.84
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,oversampling,Sensitive Threshold,262,267,62,0,0.5,1,0.59,0.17
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,oversampling,Sensitive Learning,262,124,205,0,0.68,1,0.9,0.59
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,undersampling,No,252,47,282,10,0.84,0.96,0.95,0.81
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,undersampling,Sensitive Threshold,262,312,17,0,0.46,1,0.53,0.05
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,undersampling,Sensitive Learning,186,75,254,76,0.71,0.71,0.78,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,SMOTE,No,262,9,320,0,0.97,1,0.99,0.97
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,SMOTE,Sensitive Threshold,262,283,46,0,0.48,1,0.57,0.13
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,No,SMOTE,Sensitive Learning,262,253,76,0,0.51,1,0.8,0.21
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,No,No,119,0,329,143,1,0.45,0.99,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,No,Sensitive Threshold,262,9,320,0,0.97,1,0.99,0.97
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,No,Sensitive Learning,262,26,303,0,0.91,1,0.99,0.91
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,oversampling,No,161,10,319,101,0.94,0.61,0.96,0.61
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,oversampling,Sensitive Threshold,262,98,231,0,0.73,1,0.85,0.68
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,oversampling,Sensitive Learning,163,33,296,99,0.83,0.62,0.78,0.54
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,undersampling,No,173,16,313,89,0.92,0.66,0.94,0.63
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,undersampling,Sensitive Threshold,262,213,116,0,0.55,1,0.68,0.33
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,undersampling,Sensitive Learning,145,53,276,117,0.73,0.55,0.8,0.4
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,SMOTE,No,262,9,320,0,0.97,1,0.99,0.97
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,SMOTE,Sensitive Threshold,262,54,275,0,0.83,1,0.92,0.82
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Best first,SMOTE,Sensitive Learning,262,188,141,0,0.58,1,0.85,0.4
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,No,No,119,0,329,143,1,0.45,0.99,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,No,Sensitive Threshold,262,9,320,0,0.97,1,0.99,0.97
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,No,Sensitive Learning,262,23,306,0,0.92,1,0.99,0.92
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,oversampling,No,161,10,319,101,0.94,0.61,0.96,0.61
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,oversampling,Sensitive Threshold,262,98,231,0,0.73,1,0.85,0.68
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,oversampling,Sensitive Learning,163,33,296,99,0.83,0.62,0.78,0.54
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,undersampling,No,173,16,313,89,0.92,0.66,0.94,0.63
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,undersampling,Sensitive Threshold,262,213,116,0,0.55,1,0.68,0.33
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,undersampling,Sensitive Learning,145,53,276,117,0.73,0.55,0.8,0.4
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,SMOTE,No,262,9,320,0,0.97,1,0.99,0.97
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,SMOTE,Sensitive Threshold,262,54,275,0,0.83,1,0.92,0.82
BOOKKEEPER,4,45.1,69.69,55.67,Random Forest,Greedy Backward,SMOTE,Sensitive Learning,262,188,141,0,0.58,1,0.85,0.4
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,No,No,119,0,329,143,1,0.45,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,No,Sensitive Threshold,119,0,329,143,1,0.45,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,No,Sensitive Learning,119,0,329,143,1,0.45,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,oversampling,No,122,22,307,140,0.85,0.47,0.64,0.42
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,oversampling,Sensitive Threshold,122,22,307,140,0.85,0.47,0.7,0.42
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,oversampling,Sensitive Learning,126,189,140,136,0.4,0.48,0.43,-0.09
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,undersampling,No,119,34,295,143,0.78,0.45,0.67,0.37
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,undersampling,Sensitive Threshold,119,40,289,143,0.75,0.45,0.67,0.35
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,undersampling,Sensitive Learning,108,165,164,154,0.4,0.41,0.46,-0.09
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,SMOTE,No,119,0,329,143,1,0.45,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,SMOTE,Sensitive Threshold,119,0,329,143,1,0.45,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,No,SMOTE,Sensitive Learning,121,186,143,141,0.39,0.46,0.43,-0.1
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,No,No,137,0,329,125,1,0.52,0.9,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,No,Sensitive Threshold,138,0,329,124,1,0.53,0.76,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,No,Sensitive Learning,138,0,329,124,1,0.53,0.9,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,oversampling,No,135,13,316,127,0.91,0.52,0.71,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,oversampling,Sensitive Threshold,137,16,313,125,0.9,0.52,0.74,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,oversampling,Sensitive Learning,260,85,244,2,0.75,0.99,0.82,0.71
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,undersampling,No,143,21,308,119,0.87,0.55,0.78,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,undersampling,Sensitive Threshold,144,27,302,118,0.84,0.55,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,undersampling,Sensitive Learning,218,107,222,44,0.67,0.83,0.72,0.49
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,SMOTE,No,138,0,329,124,1,0.53,0.9,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,SMOTE,Sensitive Threshold,139,0,329,123,1,0.53,0.77,0.56
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Best first,SMOTE,Sensitive Learning,260,116,213,2,0.69,0.99,0.75,0.61
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,No,No,137,0,329,125,1,0.52,0.9,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,No,Sensitive Threshold,138,0,329,124,1,0.53,0.76,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,No,Sensitive Learning,138,0,329,124,1,0.53,0.9,0.55
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,oversampling,No,135,13,316,127,0.91,0.52,0.71,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,oversampling,Sensitive Threshold,137,16,313,125,0.9,0.52,0.74,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,oversampling,Sensitive Learning,260,85,244,2,0.75,0.99,0.82,0.71
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,undersampling,No,143,21,308,119,0.87,0.55,0.78,0.5
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,undersampling,Sensitive Threshold,144,27,302,118,0.84,0.55,0.73,0.48
BOOKKEEPER,4,45.1,69.69,55.67,Ibk,Greedy Backward,undersampling,Sensitive Learning,218,107,222,44,0.67,0.83,0.72,0.49
