Dataset,#TrainingRelease,%training/total,%Defective/training,%Defective/testing,Classifier,Feature Selection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
AVRO,2,4.04,20.79,15.53,Naive Bayes,Greedy Backward,SMOTE,No,10,3,84,6,0.77,0.62,0.89,0.64
AVRO,2,4.04,20.79,15.53,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,15,85,2,1,0.15,0.94,0.48,-0.01
AVRO,2,4.04,20.79,15.53,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,15,17,70,1,0.47,0.94,0.93,0.53
AVRO,3,6.37,18.86,5.74,Random Forest,No,No,No,0,15,264,17,0,0,0.59,-0.06
AVRO,3,6.37,18.86,5.74,Random Forest,No,No,Sensitive Threshold,17,231,48,0,0.07,1,0.59,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,No,No,Sensitive Learning,14,145,134,3,0.09,0.82,0.67,0.06
AVRO,3,6.37,18.86,5.74,Random Forest,No,oversampling,No,7,99,180,10,0.07,0.41,0.52,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,No,oversampling,Sensitive Threshold,17,278,1,0,0.06,1,0.5,0
AVRO,3,6.37,18.86,5.74,Random Forest,No,oversampling,Sensitive Learning,12,171,108,5,0.07,0.71,0.6,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,No,undersampling,No,6,98,181,11,0.06,0.35,0.61,0
AVRO,3,6.37,18.86,5.74,Random Forest,No,undersampling,Sensitive Threshold,17,276,3,0,0.06,1,0.51,0
AVRO,3,6.37,18.86,5.74,Random Forest,No,undersampling,Sensitive Learning,2,89,190,15,0.02,0.12,0.36,-0.07
AVRO,3,6.37,18.86,5.74,Random Forest,No,SMOTE,No,7,79,200,10,0.08,0.41,0.67,0.04
AVRO,3,6.37,18.86,5.74,Random Forest,No,SMOTE,Sensitive Threshold,17,260,19,0,0.06,1,0.53,0.01
AVRO,3,6.37,18.86,5.74,Random Forest,No,SMOTE,Sensitive Learning,17,190,89,0,0.08,1,0.72,0.05
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,No,No,0,18,261,17,0,0,0.64,-0.06
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,No,Sensitive Threshold,17,207,72,0,0.08,1,0.63,0.04
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,No,Sensitive Learning,17,213,66,0,0.07,1,0.64,0.03
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,oversampling,No,8,120,159,9,0.06,0.47,0.51,0.01
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,oversampling,Sensitive Threshold,17,279,0,0,0.06,1,0.5,0
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,oversampling,Sensitive Learning,6,128,151,11,0.04,0.35,0.45,-0.03
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,undersampling,No,5,100,179,12,0.05,0.29,0.58,-0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,undersampling,Sensitive Threshold,17,273,6,0,0.06,1,0.51,0
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,undersampling,Sensitive Learning,10,176,103,7,0.05,0.59,0.56,-0.01
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,SMOTE,No,6,83,196,11,0.07,0.35,0.63,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,SMOTE,Sensitive Threshold,17,235,44,0,0.07,1,0.58,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Best first,SMOTE,Sensitive Learning,17,242,37,0,0.07,1,0.59,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,No,No,0,18,261,17,0,0,0.66,-0.06
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,No,Sensitive Threshold,17,210,69,0,0.07,1,0.62,0.04
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,No,Sensitive Learning,17,212,67,0,0.07,1,0.64,0.04
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,oversampling,No,8,120,159,9,0.06,0.47,0.51,0.01
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,oversampling,Sensitive Threshold,17,279,0,0,0.06,1,0.5,0
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,oversampling,Sensitive Learning,6,128,151,11,0.04,0.35,0.45,-0.03
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,undersampling,No,5,100,179,12,0.05,0.29,0.58,-0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,undersampling,Sensitive Threshold,17,273,6,0,0.06,1,0.51,0
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,undersampling,Sensitive Learning,10,176,103,7,0.05,0.59,0.56,-0.01
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,SMOTE,No,6,83,196,11,0.07,0.35,0.63,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,SMOTE,Sensitive Threshold,17,235,44,0,0.07,1,0.58,0.02
AVRO,3,6.37,18.86,5.74,Random Forest,Greedy Backward,SMOTE,Sensitive Learning,17,242,37,0,0.07,1,0.59,0.02
AVRO,3,6.37,18.86,5.74,Ibk,No,No,No,3,38,241,14,0.07,0.18,0.51,0.02
AVRO,3,6.37,18.86,5.74,Ibk,No,No,Sensitive Threshold,3,42,237,14,0.07,0.18,0.51,0.01
AVRO,3,6.37,18.86,5.74,Ibk,No,No,Sensitive Learning,3,42,237,14,0.07,0.18,0.51,0.01
AVRO,3,6.37,18.86,5.74,Ibk,No,oversampling,No,4,18,261,13,0.18,0.24,0.58,0.15
AVRO,3,6.37,18.86,5.74,Ibk,No,oversampling,Sensitive Threshold,4,18,261,13,0.18,0.24,0.59,0.15
AVRO,3,6.37,18.86,5.74,Ibk,No,oversampling,Sensitive Learning,7,149,130,10,0.04,0.41,0.44,-0.03
AVRO,3,6.37,18.86,5.74,Ibk,No,undersampling,No,9,83,196,8,0.1,0.53,0.62,0.08
AVRO,3,6.37,18.86,5.74,Ibk,No,undersampling,Sensitive Threshold,9,86,193,8,0.09,0.53,0.61,0.07
AVRO,3,6.37,18.86,5.74,Ibk,No,undersampling,Sensitive Learning,7,122,157,10,0.05,0.41,0.56,-0.01
AVRO,3,6.37,18.86,5.74,Ibk,No,SMOTE,No,4,48,231,13,0.08,0.24,0.52,0.03
AVRO,3,6.37,18.86,5.74,Ibk,No,SMOTE,Sensitive Threshold,4,51,228,13,0.07,0.24,0.53,0.03
AVRO,3,6.37,18.86,5.74,Ibk,No,SMOTE,Sensitive Learning,10,71,208,7,0.12,0.59,0.74,0.12
AVRO,3,6.37,18.86,5.74,Ibk,Best first,No,No,2,40,239,15,0.05,0.12,0.51,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,No,Sensitive Threshold,2,44,235,15,0.04,0.12,0.48,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,No,Sensitive Learning,2,44,235,15,0.04,0.12,0.51,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,oversampling,No,7,55,224,10,0.11,0.41,0.47,0.1
AVRO,3,6.37,18.86,5.74,Ibk,Best first,oversampling,Sensitive Threshold,7,55,224,10,0.11,0.41,0.61,0.1
AVRO,3,6.37,18.86,5.74,Ibk,Best first,oversampling,Sensitive Learning,11,185,94,6,0.06,0.65,0.49,-0
AVRO,3,6.37,18.86,5.74,Ibk,Best first,undersampling,No,8,108,171,9,0.07,0.47,0.55,0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,undersampling,Sensitive Threshold,8,111,168,9,0.07,0.47,0.54,0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,undersampling,Sensitive Learning,8,169,110,9,0.05,0.47,0.45,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,SMOTE,No,3,55,224,14,0.05,0.18,0.51,-0.01
AVRO,3,6.37,18.86,5.74,Ibk,Best first,SMOTE,Sensitive Threshold,3,59,220,14,0.05,0.18,0.48,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Best first,SMOTE,Sensitive Learning,10,143,136,7,0.07,0.59,0.48,0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,No,No,2,40,239,15,0.05,0.12,0.51,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,No,Sensitive Threshold,2,44,235,15,0.04,0.12,0.48,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,No,Sensitive Learning,2,44,235,15,0.04,0.12,0.51,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,oversampling,No,7,55,224,10,0.11,0.41,0.47,0.1
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,oversampling,Sensitive Threshold,7,55,224,10,0.11,0.41,0.61,0.1
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,oversampling,Sensitive Learning,11,185,94,6,0.06,0.65,0.49,-0
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,undersampling,No,8,108,171,9,0.07,0.47,0.55,0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,undersampling,Sensitive Threshold,8,111,168,9,0.07,0.47,0.54,0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,undersampling,Sensitive Learning,8,169,110,9,0.05,0.47,0.45,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,SMOTE,No,3,55,224,14,0.05,0.18,0.51,-0.01
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,3,59,220,14,0.05,0.18,0.48,-0.02
AVRO,3,6.37,18.86,5.74,Ibk,Greedy Backward,SMOTE,Sensitive Learning,10,143,136,7,0.07,0.59,0.48,0.02
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,No,No,1,3,276,16,0.25,0.06,0.85,0.08
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,No,Sensitive Threshold,2,10,269,15,0.17,0.12,0.54,0.09
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,No,Sensitive Learning,2,7,272,15,0.22,0.12,0.85,0.12
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,oversampling,No,1,14,265,16,0.07,0.06,0.8,0.01
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,oversampling,Sensitive Threshold,1,14,265,16,0.07,0.06,0.5,0.01
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,oversampling,Sensitive Learning,6,41,238,11,0.13,0.35,0.8,0.11
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,undersampling,No,1,8,271,16,0.11,0.06,0.85,0.04
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,undersampling,Sensitive Threshold,3,17,262,14,0.15,0.18,0.56,0.11
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,undersampling,Sensitive Learning,4,42,237,13,0.09,0.24,0.67,0.05
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,SMOTE,No,5,8,271,12,0.38,0.29,0.85,0.3
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,SMOTE,Sensitive Threshold,9,48,231,8,0.16,0.53,0.68,0.17
AVRO,3,6.37,18.86,5.74,Naive Bayes,No,SMOTE,Sensitive Learning,8,21,258,9,0.28,0.47,0.85,0.3
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,No,No,1,8,271,16,0.11,0.06,0.84,0.04
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,No,Sensitive Threshold,12,67,212,5,0.15,0.71,0.73,0.17
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,No,Sensitive Learning,11,38,241,6,0.22,0.65,0.84,0.27
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,oversampling,No,5,34,245,12,0.13,0.29,0.77,0.11
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,oversampling,Sensitive Threshold,12,109,170,5,0.1,0.71,0.66,0.08
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,oversampling,Sensitive Learning,10,72,207,7,0.12,0.59,0.58,0.12
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,undersampling,No,5,23,256,12,0.18,0.29,0.84,0.16
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,undersampling,Sensitive Threshold,17,142,137,0,0.11,1,0.75,0.1
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,undersampling,Sensitive Learning,13,196,83,4,0.06,0.76,0.45,0.01
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,SMOTE,No,5,25,254,12,0.17,0.29,0.83,0.15
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,SMOTE,Sensitive Threshold,17,142,137,0,0.11,1,0.75,0.1
AVRO,3,6.37,18.86,5.74,Naive Bayes,Best first,SMOTE,Sensitive Learning,11,50,229,6,0.18,0.65,0.83,0.21
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,No,No,1,8,271,16,0.11,0.06,0.84,0.04
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,No,Sensitive Threshold,12,67,212,5,0.15,0.71,0.73,0.17
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,No,Sensitive Learning,11,38,241,6,0.22,0.65,0.84,0.27
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,oversampling,No,5,34,245,12,0.13,0.29,0.77,0.11
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,12,109,170,5,0.1,0.71,0.66,0.08
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,10,72,207,7,0.12,0.59,0.58,0.12
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,undersampling,No,5,23,256,12,0.18,0.29,0.84,0.16
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,17,142,137,0,0.11,1,0.75,0.1
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,13,196,83,4,0.06,0.76,0.45,0.01
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,SMOTE,No,5,25,254,12,0.17,0.29,0.83,0.15
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,17,142,137,0,0.11,1,0.75,0.1
AVRO,3,6.37,18.86,5.74,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,11,50,229,6,0.18,0.65,0.83,0.21
AVRO,4,13.08,12.13,5.06,Random Forest,No,No,No,2,3,147,6,0.4,0.25,0.96,0.28
AVRO,4,13.08,12.13,5.06,Random Forest,No,No,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,No,No,Sensitive Learning,8,9,141,0,0.47,1,0.95,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,No,oversampling,No,2,9,141,6,0.18,0.25,0.82,0.16
AVRO,4,13.08,12.13,5.06,Random Forest,No,oversampling,Sensitive Threshold,8,148,2,0,0.05,1,0.51,0
AVRO,4,13.08,12.13,5.06,Random Forest,No,oversampling,Sensitive Learning,7,92,58,1,0.07,0.88,0.61,0.04
AVRO,4,13.08,12.13,5.06,Random Forest,No,undersampling,No,8,9,141,0,0.47,1,0.96,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,No,undersampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Random Forest,No,undersampling,Sensitive Learning,6,31,119,2,0.16,0.75,0.91,0.2
AVRO,4,13.08,12.13,5.06,Random Forest,No,SMOTE,No,7,9,141,1,0.44,0.88,0.95,0.55
AVRO,4,13.08,12.13,5.06,Random Forest,No,SMOTE,Sensitive Threshold,8,110,40,0,0.07,1,0.63,0.04
AVRO,4,13.08,12.13,5.06,Random Forest,No,SMOTE,Sensitive Learning,8,94,56,0,0.08,1,0.95,0.06
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,No,No,8,9,141,0,0.47,1,0.96,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,No,Sensitive Threshold,8,11,139,0,0.42,1,0.96,0.56
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,No,Sensitive Learning,8,9,141,0,0.47,1,0.98,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,oversampling,No,2,10,140,6,0.17,0.25,0.78,0.15
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,oversampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,oversampling,Sensitive Learning,8,112,38,0,0.07,1,0.62,0.03
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,undersampling,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,undersampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,undersampling,Sensitive Learning,7,69,81,1,0.09,0.88,0.87,0.08
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,SMOTE,No,8,9,141,0,0.47,1,0.96,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,SMOTE,Sensitive Threshold,8,142,8,0,0.05,1,0.53,0.01
AVRO,4,13.08,12.13,5.06,Random Forest,Best first,SMOTE,Sensitive Learning,8,116,34,0,0.06,1,0.96,0.03
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,No,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,No,Sensitive Threshold,8,11,139,0,0.42,1,0.96,0.56
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,No,Sensitive Learning,8,9,141,0,0.47,1,0.96,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,oversampling,No,2,10,140,6,0.17,0.25,0.78,0.15
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,oversampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,oversampling,Sensitive Learning,8,112,38,0,0.07,1,0.62,0.03
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,undersampling,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,undersampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,undersampling,Sensitive Learning,7,69,81,1,0.09,0.88,0.87,0.08
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,SMOTE,No,8,9,141,0,0.47,1,0.96,0.61
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,SMOTE,Sensitive Threshold,8,142,8,0,0.05,1,0.53,0.01
AVRO,4,13.08,12.13,5.06,Random Forest,Greedy Backward,SMOTE,Sensitive Learning,8,116,34,0,0.06,1,0.96,0.03
AVRO,4,13.08,12.13,5.06,Ibk,No,No,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,No,No,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,No,No,Sensitive Learning,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,No,oversampling,No,5,26,124,3,0.16,0.62,0.66,0.19
AVRO,4,13.08,12.13,5.06,Ibk,No,oversampling,Sensitive Threshold,5,26,124,3,0.16,0.62,0.73,0.19
AVRO,4,13.08,12.13,5.06,Ibk,No,oversampling,Sensitive Learning,8,46,104,0,0.15,1,0.86,0.19
AVRO,4,13.08,12.13,5.06,Ibk,No,undersampling,No,8,57,93,0,0.12,1,0.81,0.14
AVRO,4,13.08,12.13,5.06,Ibk,No,undersampling,Sensitive Threshold,8,57,93,0,0.12,1,0.81,0.14
AVRO,4,13.08,12.13,5.06,Ibk,No,undersampling,Sensitive Learning,6,34,116,2,0.15,0.75,0.76,0.18
AVRO,4,13.08,12.13,5.06,Ibk,No,SMOTE,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,No,SMOTE,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,No,SMOTE,Sensitive Learning,8,44,106,0,0.15,1,0.86,0.2
AVRO,4,13.08,12.13,5.06,Ibk,Best first,No,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Best first,No,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Best first,No,Sensitive Learning,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Best first,oversampling,No,5,18,132,3,0.22,0.62,0.78,0.27
AVRO,4,13.08,12.13,5.06,Ibk,Best first,oversampling,Sensitive Threshold,5,18,132,3,0.22,0.62,0.75,0.27
AVRO,4,13.08,12.13,5.06,Ibk,Best first,oversampling,Sensitive Learning,6,102,48,2,0.06,0.75,0.66,0.01
AVRO,4,13.08,12.13,5.06,Ibk,Best first,undersampling,No,8,40,110,0,0.17,1,0.87,0.22
AVRO,4,13.08,12.13,5.06,Ibk,Best first,undersampling,Sensitive Threshold,8,54,96,0,0.13,1,0.82,0.15
AVRO,4,13.08,12.13,5.06,Ibk,Best first,undersampling,Sensitive Learning,3,46,104,5,0.06,0.38,0.53,0.02
AVRO,4,13.08,12.13,5.06,Ibk,Best first,SMOTE,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Best first,SMOTE,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Best first,SMOTE,Sensitive Learning,8,33,117,0,0.2,1,0.9,0.26
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,No,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,No,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,No,Sensitive Learning,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,oversampling,No,5,18,132,3,0.22,0.62,0.78,0.27
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,oversampling,Sensitive Threshold,5,18,132,3,0.22,0.62,0.75,0.27
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,oversampling,Sensitive Learning,6,102,48,2,0.06,0.75,0.66,0.01
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,undersampling,No,8,40,110,0,0.17,1,0.87,0.22
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,undersampling,Sensitive Threshold,8,54,96,0,0.13,1,0.82,0.15
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,undersampling,Sensitive Learning,3,46,104,5,0.06,0.38,0.53,0.02
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,SMOTE,No,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,8,9,141,0,0.47,1,0.97,0.61
AVRO,4,13.08,12.13,5.06,Ibk,Greedy Backward,SMOTE,Sensitive Learning,8,33,117,0,0.2,1,0.9,0.26
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,No,No,2,0,150,6,1,0.25,0.94,0.39
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,No,Sensitive Threshold,7,15,135,1,0.32,0.88,0.89,0.42
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,No,Sensitive Learning,8,15,135,0,0.35,1,0.96,0.48
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,oversampling,No,0,0,150,8,NaN,0,0.81,0
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,oversampling,Sensitive Threshold,0,2,148,8,0,0,0.49,-0.02
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,oversampling,Sensitive Learning,1,13,137,7,0.07,0.12,0.59,0.03
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,undersampling,No,3,3,147,5,0.5,0.38,0.94,0.4
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,undersampling,Sensitive Threshold,8,26,124,0,0.24,1,0.91,0.33
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,undersampling,Sensitive Learning,4,136,14,4,0.03,0.5,0.41,-0.05
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,SMOTE,No,3,11,139,5,0.21,0.38,0.93,0.22
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,SMOTE,Sensitive Threshold,8,13,137,0,0.38,1,0.96,0.52
AVRO,4,13.08,12.13,5.06,Naive Bayes,No,SMOTE,Sensitive Learning,3,11,139,5,0.21,0.38,0.92,0.22
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,No,No,3,2,148,5,0.6,0.38,0.96,0.44
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,No,Sensitive Threshold,8,99,51,0,0.07,1,0.67,0.05
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,No,Sensitive Learning,8,56,94,0,0.12,1,0.97,0.15
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,oversampling,No,1,4,146,7,0.2,0.12,0.85,0.12
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,oversampling,Sensitive Threshold,8,148,2,0,0.05,1,0.51,0
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,oversampling,Sensitive Learning,3,9,141,5,0.25,0.38,0.9,0.25
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,undersampling,No,8,132,18,0,0.06,1,0.97,0.01
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,undersampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,undersampling,Sensitive Learning,6,23,127,2,0.21,0.75,0.88,0.27
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,SMOTE,No,8,12,138,0,0.4,1,0.96,0.54
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,SMOTE,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
AVRO,4,13.08,12.13,5.06,Naive Bayes,Best first,SMOTE,Sensitive Learning,8,121,29,0,0.06,1,0.96,0.02
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,No,No,3,2,148,5,0.6,0.38,0.96,0.44
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,No,Sensitive Threshold,8,99,51,0,0.07,1,0.67,0.05
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,No,Sensitive Learning,8,56,94,0,0.12,1,0.97,0.15
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,oversampling,No,1,4,146,7,0.2,0.12,0.85,0.12
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,8,148,2,0,0.05,1,0.51,0
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,3,9,141,5,0.25,0.38,0.9,0.25
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,undersampling,No,8,132,18,0,0.06,1,0.97,0.01
AVRO,4,13.08,12.13,5.06,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,8,150,0,0,0.05,1,0.5,0
